responseid,imp_accept,other_accept,self_accept,r10panelpad,opinion_ban,opinion_strength,video_mobile,video_ended,video_error,video_paused,video_played,video_timespent,video_report,r10pad4_comment,fairness,accept,trust,check_outcome,check_politician,r10pad1_9_backward_1,r10pad1_9_backward_2,r10pad1_9_backward_3,r10pad1_9_backward_4,r10pad1_9_backward_5,r10pad1_9_backward_6,r10pad1_9_backward_7,r10pad1_9_backward_8,video,treatment,favorability,mcheck_favorability,imp_accept2,other_accept2,self_accept2,opinion_strength2
1006583,3,5,3,1,Anti,3,0,1,NA,20,20,140,1,,5,2,3,2,1,1,1,1,1,1,1,1,1,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Not important,High degree,Low degree,Not important
1006584,4,4,4,1,Anti,4,1,NA,NA,NA,NA,112,1,,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Important
1006616,4,3,4,1,Anti,2,1,NA,NA,NA,NA,107,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Incorrect,Important,Low degree,High degree,Not important
1006650,3,NA,5,1,Anti,2,0,1,NA,1,1,107,1,,4,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Incorrect,Not important,NA,High degree,Not important
1006656,3,5,3,1,Anti,2,0,1,NA,1,1,91,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Incorrect,Not important,High degree,Low degree,Not important
1006678,3,3,4,1,Anti,4,0,1,NA,1,1,96,1,,4,NA,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,Low degree,High degree,Important
1006691,4,4,5,1,NA,NA,0,NA,NA,NA,NA,149,1,,3,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Incorrect,Important,High degree,High degree,NA
1006695,4,3,4,1,Anti,2,0,3,NA,3,4,232,3,,2,2,2,3,2,1,1,1,1,1,1,1,NA,video_antiban_treat,Not shown,Unfavorable,NA,Important,Low degree,High degree,Not important
1006715,2,2,3,1,Anti,4,1,NA,NA,NA,NA,151,1,,4,5,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,Low degree,Low degree,Important
1006745,4,4,4,1,Anti,2,0,1,NA,1,1,92,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Not important
1006748,4,4,4,1,Anti,3,0,1,NA,1,1,115,1,,4,5,4,2,1,NA,NA,NA,1,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1006775,3,3,4,1,Anti,1,0,1,NA,NA,1,121,1,,4,3,4,2,1,NA,1,1,1,1,1,1,1,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,Low degree,High degree,Not important
1006777,4,3,4,1,Anti,2,0,1,NA,NA,1,NA,1,,5,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,Low degree,High degree,Not important
1006780,3,3,3,1,Anti,2,1,NA,NA,NA,NA,200,1,,4,3,3,4,1,1,1,1,1,1,1,1,1,video_antiban_treat,Specific prime,Unfavorable,NA,Not important,Low degree,Low degree,Not important
1006797,3,3,4,1,Anti,4,0,NA,NA,NA,NA,53,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,NA,Not important,Low degree,High degree,Important
1006837,4,3,4,1,Anti,2,0,1,NA,2,2,460,1,,4,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,Low degree,High degree,Not important
1006844,3,5,4,1,Anti,1,1,NA,NA,NA,NA,64,1,,3,3,3,2,2,1,1,1,1,1,1,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Not important,High degree,High degree,Not important
1006888,3,4,4,1,Anti,2,0,1,NA,1,1,122,1,,4,3,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Not important,High degree,High degree,Not important
1006916,3,3,3,1,Anti,2,0,1,NA,1,1,90,1,,3,4,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,NA,Not important,Low degree,Low degree,Not important
1007010,2,4,4,1,Anti,2,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,NA,Not important,High degree,High degree,Not important
1007027,4,4,4,1,Anti,4,0,1,NA,1,1,86,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Important
1007072,3,4,3,1,Anti,2,1,NA,NA,NA,NA,83,1,,4,5,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,High degree,Low degree,Not important
1007114,5,4,4,1,Anti,4,0,2,NA,NA,2,123,1,,3,3,3,2,1,1,1,1,1,1,1,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Important
1007117,5,4,4,1,Anti,3,0,1,NA,1,1,105,1,,5,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1007124,2,4,3,1,Anti,5,0,1,NA,1,1,88,1,,4,5,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,High degree,Low degree,Important
1007134,4,4,4,1,Anti,2,0,1,NA,NA,1,116,1,,4,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1007149,4,3,3,1,Anti,3,0,1,NA,NA,1,126,1,,3,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Incorrect,Important,Low degree,Low degree,Not important
1007156,3,3,3,1,Anti,2,0,1,NA,1,1,90,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,Low degree,Low degree,Not important
1007161,4,4,4,1,Anti,2,1,NA,NA,NA,NA,120,1,,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,1,video_antiban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1007240,4,4,4,1,Anti,2,0,1,NA,1,1,107,1,,4,4,4,2,1,NA,NA,1,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1007251,3,4,3,1,Anti,5,0,1,NA,2,2,349,1,,5,2,2,2,1,NA,NA,1,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,High degree,Low degree,Important
1007260,4,3,3,1,Anti,2,0,1,NA,1,1,113,1,,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,Low degree,Low degree,Not important
1007272,3,4,3,1,Anti,NA,1,NA,NA,NA,NA,95,1,,4,4,4,2,1,1,NA,1,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Not important,High degree,Low degree,NA
1007338,5,3,4,1,Anti,2,0,1,NA,1,1,96,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Important,Low degree,High degree,Not important
1007376,4,4,4,1,Anti,3,0,1,NA,1,2,109,3,,4,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1007381,4,4,4,1,Anti,2,0,3,NA,NA,1,196,3,,3,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Not important
1007408,4,2,4,1,Anti,4,0,1,NA,1,1,NA,1,,5,NA,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,Low degree,High degree,Important
1007447,4,2,3,1,Anti,4,0,1,NA,1,1,103,1,,4,NA,3,3,1,NA,1,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,NA,Important,Low degree,Low degree,Important
1007449,5,4,4,1,Anti,4,0,1,NA,1,1,94,1,,4,NA,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Incorrect,Important,High degree,High degree,Important
1007465,3,3,3,1,Anti,4,0,1,NA,1,1,128,1,,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Not important,Low degree,Low degree,Important
1007522,3,3,3,1,Anti,2,1,NA,NA,NA,NA,108,1,,4,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1007527,4,4,4,1,Anti,2,0,1,NA,3,3,119,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,NA,Important,High degree,High degree,Not important
1007561,3,3,3,1,Anti,2,1,NA,NA,NA,NA,95,1,,5,5,5,1,2,1,NA,NA,NA,1,1,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,Low degree,Low degree,Not important
1007583,3,3,3,1,Anti,1,0,1,NA,1,1,110,1,,5,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1007603,5,4,4,1,Anti,1,0,NA,NA,NA,NA,6,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,NA,Important,High degree,High degree,Not important
1007620,4,3,2,1,Anti,3,1,NA,NA,NA,NA,7,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,NA,Important,Low degree,Low degree,Not important
1007648,5,3,4,1,Anti,2,0,1,NA,1,2,58,1,,5,5,4,2,1,NA,NA,1,1,1,1,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,Low degree,High degree,Not important
1007681,4,5,4,1,Anti,2,0,1,NA,1,1,85,1,,5,4,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1007717,4,4,4,1,Anti,2,0,1,NA,1,1,107,3,,3,2,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,video_antiban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Not important
1007758,5,4,4,1,Anti,3,0,NA,1,NA,NA,8,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,NA,Important,High degree,High degree,Not important
1007760,4,4,4,1,Anti,3,0,2,NA,4,4,142,1,,3,4,3,1,2,1,1,1,1,1,1,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1007794,4,3,3,1,Anti,2,0,3,NA,3,3,6605,1,,4,4,3,1,2,1,1,1,1,1,1,1,1,video_antiban_treat,Winner,Favorable,Correct,Important,Low degree,Low degree,Not important
1007839,4,4,5,1,Anti,3,0,1,NA,1,1,99,1,,4,5,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1007866,4,4,4,1,Anti,1,1,NA,NA,NA,NA,100,1,,3,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Not important
1007875,4,3,3,1,Anti,2,0,1,NA,2,2,NA,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,Low degree,Low degree,Not important
1007884,3,4,4,1,Anti,2,0,1,NA,1,1,120,3,,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Not important,High degree,High degree,Not important
1007922,3,4,3,1,Anti,3,0,1,NA,1,1,109,1,,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,1,video_antiban_treat,Specific prime,Unfavorable,Correct,Not important,High degree,Low degree,Not important
1008000,3,3,3,1,Pro,3,0,1,NA,NA,1,138,1,,4,4,3,4,2,NA,NA,NA,NA,NA,NA,1,1,video_antiban_treat,General Prime,Unfavorable,NA,Not important,Low degree,Low degree,Not important
1008066,3,2,2,1,Anti,2,1,NA,NA,NA,NA,91,1,,NA,NA,3,4,NA,1,NA,NA,NA,NA,NA,1,NA,video_antiban_treat,Specific prime,Unfavorable,NA,Not important,Low degree,Low degree,Not important
1008068,4,4,4,1,Anti,3,0,1,NA,1,1,109,3,,4,5,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1008071,4,3,4,1,Anti,2,0,1,NA,NA,1,150,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Incorrect,Important,Low degree,High degree,Not important
1008186,3,4,5,1,Anti,1,0,1,NA,3,3,291,1,,4,3,NA,2,2,NA,NA,NA,NA,NA,NA,1,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Not important,High degree,High degree,Not important
1008231,2,NA,4,1,Anti,NA,0,NA,NA,NA,NA,10,2,,4,NA,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,NA,Not important,NA,High degree,NA
1008234,2,3,3,1,Anti,3,0,2,NA,3,3,127,1,,4,4,3,2,2,NA,NA,1,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1008241,3,5,3,1,Anti,2,1,NA,NA,NA,NA,94,1,,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Not important,High degree,Low degree,Not important
1008244,2,3,3,1,Anti,3,1,NA,NA,NA,NA,101,1,,4,5,4,1,2,1,NA,1,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,Low degree,Low degree,Not important
1008283,4,4,4,1,Anti,2,0,NA,NA,NA,NA,11,5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,NA,Important,High degree,High degree,Not important
1008284,4,2,4,1,Anti,2,0,1,NA,1,1,168,1,,4,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,Low degree,High degree,Not important
1008309,5,3,4,1,Anti,2,1,NA,NA,NA,NA,92,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,Low degree,High degree,Not important
1008325,4,4,4,1,Anti,NA,0,1,NA,1,1,99,1,,4,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Incorrect,Important,High degree,High degree,NA
1008354,4,3,3,1,Anti,2,1,NA,NA,NA,NA,110,1,,4,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,Low degree,Low degree,Not important
1008397,3,4,4,1,NA,4,0,1,NA,1,1,154,3,,3,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Incorrect,Not important,High degree,High degree,Important
1008421,3,3,NA,1,NA,2,0,1,NA,1,1,104,1,,4,4,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,NA,Not important,Low degree,NA,Not important
1008446,3,3,3,1,Anti,2,0,1,NA,3,3,117,1,,4,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1008479,4,3,4,1,Anti,2,0,1,NA,1,1,110,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,Low degree,High degree,Not important
1008496,3,3,4,1,Anti,1,1,NA,NA,NA,NA,133,1,,1,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,Low degree,High degree,Not important
1008518,2,5,1,1,Anti,4,0,1,NA,NA,1,137,1,,3,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Not important,High degree,Low degree,Important
1008542,3,3,3,1,Anti,3,0,2,NA,1,4,159,3,,4,NA,3,2,1,NA,NA,1,1,1,1,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1008572,3,4,4,1,Anti,2,0,1,NA,NA,1,783439,1,,1,3,3,2,1,NA,1,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,High degree,High degree,Not important
1008573,1,2,2,1,Anti,2,0,1,NA,NA,1,138,1,,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,NA,Not important,Low degree,Low degree,Not important
1008590,4,4,4,1,Anti,4,0,1,NA,4,4,584,1,,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Important
1008596,3,4,3,1,Anti,3,0,2,NA,2,2,106,1,,3,3,3,2,2,1,1,1,1,1,1,1,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Not important,High degree,Low degree,Not important
1008606,4,3,4,1,Anti,5,1,NA,NA,NA,NA,8,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,video_antiban_treat,Not shown,Unfavorable,NA,Important,Low degree,High degree,Important
1008609,3,4,4,1,Anti,2,0,1,NA,1,1,122,1,,4,4,4,2,1,NA,NA,1,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,High degree,High degree,Not important
1008715,3,4,3,1,Anti,4,1,NA,NA,NA,NA,NA,1,,4,NA,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,High degree,Low degree,Important
1008755,3,4,3,1,Anti,2,1,NA,NA,NA,NA,90,1,,4,5,4,1,2,NA,NA,1,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,High degree,Low degree,Not important
1008775,5,4,4,1,Anti,1,0,1,NA,1,1,104,1,,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,NA,Important,High degree,High degree,Not important
1008802,4,3,3,1,Anti,1,0,1,NA,1,1,107,1,,5,4,5,2,NA,NA,NA,NA,1,NA,NA,NA,1,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,Low degree,Low degree,Not important
1008848,4,3,3,1,Anti,NA,0,1,NA,1,1,96,1,,4,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Important,Low degree,Low degree,NA
1008852,3,4,4,1,Anti,2,0,1,NA,1,20,121,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,High degree,High degree,Not important
1008877,4,4,4,1,Anti,2,0,2,NA,2,2,260,1,,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1008895,3,4,4,1,Anti,2,0,1,NA,1,1,107,1,,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Not important,High degree,High degree,Not important
1008925,4,3,3,1,Anti,2,0,1,NA,1,1,100,1,,4,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,NA,Important,Low degree,Low degree,Not important
1008950,4,4,4,1,Anti,3,0,NA,1,NA,NA,13,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,NA,Important,High degree,High degree,Not important
1008966,5,NA,4,1,Anti,4,1,NA,NA,NA,NA,122,1,,3,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,NA,High degree,Important
1008976,3,3,3,1,Anti,1,1,NA,NA,NA,NA,77,5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,NA,Not important,Low degree,Low degree,Not important
1009035,4,4,4,1,Anti,2,1,NA,NA,NA,NA,111,3,,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1009054,4,4,5,1,Anti,2,0,1,NA,1,1,111,1,,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Not important
1009076,4,4,4,1,Anti,3,1,NA,NA,NA,NA,151,1,,4,4,4,1,2,1,NA,1,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1009129,4,4,4,1,Anti,2,0,1,NA,1,1,175,1,,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,NA,Important,High degree,High degree,Not important
1009144,4,4,4,1,Anti,3,0,2,NA,2,3,111,1,,4,5,4,1,2,NA,NA,NA,NA,1,1,NA,1,video_antiban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1009155,4,4,3,1,Anti,2,0,1,NA,1,1,120,3,,4,5,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,High degree,Low degree,Not important
1009218,4,3,4,1,Anti,3,1,NA,NA,NA,NA,119,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,Low degree,High degree,Not important
1009238,4,4,4,1,Anti,4,0,1,NA,2,3,139,1,,4,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Important
1009252,5,4,4,1,Anti,2,0,1,NA,NA,1,94,1,,4,5,4,1,1,NA,NA,1,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1009253,4,NA,4,1,Anti,2,0,1,NA,NA,1,105,1,,4,5,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Important,NA,High degree,Not important
1009258,3,4,4,1,Anti,3,1,NA,NA,NA,NA,85,1,,3,3,4,2,2,NA,NA,1,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Not important,High degree,High degree,Not important
1009261,3,4,4,1,Anti,4,0,1,NA,1,1,120,1,,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Not important,High degree,High degree,Important
1009301,3,3,4,1,Anti,2,0,1,NA,1,1,93,1,,4,4,4,1,2,NA,NA,1,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,Low degree,High degree,Not important
1009348,3,4,4,1,Anti,1,0,1,NA,NA,1,109,1,,3,4,2,2,2,NA,NA,1,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Not important,High degree,High degree,Not important
1009357,4,5,5,1,Anti,2,0,1,NA,2,1,116,1,,5,NA,4,2,1,1,NA,NA,NA,NA,NA,1,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Not important
1009366,4,3,4,1,Anti,1,1,NA,NA,NA,NA,100,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Important,Low degree,High degree,Not important
1009412,3,4,4,1,Anti,4,1,NA,NA,NA,NA,107,1,,3,2,4,1,1,NA,NA,NA,NA,NA,1,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Incorrect,Not important,High degree,High degree,Important
1009420,5,4,5,1,Anti,1,0,NA,NA,NA,NA,5,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,NA,Important,High degree,High degree,Not important
1009427,4,4,4,1,Anti,2,0,1,NA,1,1,88,1,,4,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,NA,Important,High degree,High degree,Not important
1009446,4,4,4,1,Anti,1,0,1,NA,1,1,120,1,,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1009448,4,3,4,1,Anti,2,1,NA,NA,NA,NA,92,1,,4,5,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,Low degree,High degree,Not important
1009471,5,NA,4,1,Anti,1,1,NA,NA,NA,NA,138,1,,4,NA,4,2,2,NA,NA,1,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Important,NA,High degree,Not important
1009474,4,3,4,1,Anti,NA,0,1,NA,1,1,29,1,,3,4,3,2,2,NA,NA,NA,NA,NA,1,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,Low degree,High degree,NA
1009481,4,4,4,1,Anti,2,0,1,NA,1,1,137,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1009499,4,3,4,1,Anti,4,0,1,NA,1,1,90,1,,5,4,3,2,2,NA,1,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Important,Low degree,High degree,Important
1009502,4,4,4,1,Anti,2,0,1,NA,2,2,164,1,,4,4,4,1,1,NA,NA,NA,NA,NA,NA,1,NA,video_antiban_treat,Specific prime,Unfavorable,Incorrect,Important,High degree,High degree,Not important
1009503,4,4,4,1,Anti,2,0,1,NA,1,1,NA,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Not important
1009577,4,3,4,1,Anti,4,0,1,NA,1,1,498751,1,,4,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,Low degree,High degree,Important
